title,price,comments,details_urls,shoop
西域果园新疆杏包仁杏脯夹果仁大漠马卡龙休闲零食 杏包仁120g*3,36.50,76,https://item.m.jd.com/product/10024039294258.html?_fd=jdm&amp;price=36.50&amp;fs=1,中国特产·新疆农特产馆
新疆特产四团吊干杏500g 拒绝琉熏树上吊干杏干天然 二级5袋,126.80,1000,https://item.m.jd.com/product/69213978211.html?_fd=jdm&amp;price=126.80&amp;fs=1,谛卡洛食品专营店
5折 奶枣 奶枣奶枣500g奶酪枣夹心枣牛奶红枣夹杏仁新疆 【含巴旦木仁】奶枣500g*2包,147.00,1,https://item.m.jd.com/product/10029934620429.html?_fd=jdm&amp;price=147.00&amp;fs=1,华来顺食品专营店
新疆特产四团吊干杏500g 拒绝琉熏树上吊干杏干天然 一级5袋,169.10,1000,https://item.m.jd.com/product/69213978212.html?_fd=jdm&amp;price=169.10&amp;fs=1,谛卡洛食品专营店
小小的我新疆甜杏肉320g /盒 新疆英吉沙杏甜杏肉孕妇零食杏干果干果脯无核酸甜 320g*1盒,98.00,14,https://item.m.jd.com/product/10036491571323.html?_fd=jdm&amp;price=98.00&amp;fs=1,饭否特产专营店
黄金田园 土耳其杏干天然杏脯非新疆树上干杏无核特级杏肉非散装 200g/袋 土耳其杏干200g*2袋,32.90,2000,https://item.m.jd.com/product/70897420901.html?_fd=jdm&amp;price=32.90&amp;fs=1,黄金田园食品官方旗舰店
新疆小白杏干库车甜杏干树上干杏无添加 【新疆小白杏干】1斤装,51.00,200,https://item.m.jd.com/product/65009851328.html?_fd=jdm&amp;price=51.00&amp;fs=1,晓器猴食品专营店
新疆树上吊干杏干新鲜天然杏脯500g*2酸红杏肉干蜜饯零食 500g*2袋,67.80,4,https://item.m.jd.com/product/64222641872.html?_fd=jdm&amp;price=67.80&amp;fs=1,五分地食品专营店
古力拜 伊犁果丹皮（苹果/杏子/树莓/西梅）儿时怀旧零食新疆特产老式硬干果脯片独立小包装 杏子180g,25.00,100,https://item.m.jd.com/product/69593562976.html?_fd=jdm&amp;price=25.00&amp;fs=1,祥如食品专营店
新货新疆吊干杏四团树上吊死干杏干特级无添加农家天然阿克苏 大果吊干杏500克/包x2,133.00,200,https://item.m.jd.com/product/72182142052.html?_fd=jdm&amp;price=133.00&amp;fs=1,倪芳食品专营店
吊干杏干新疆特产杏干无添加2021年新货新疆杏干四团杏干 (21年新货发货)特级杏干2斤,85.50,1,https://item.m.jd.com/product/10035943716827.html?_fd=jdm&amp;price=85.50&amp;fs=1,柯林斯特食品专营店
【2021新货 顺丰】新疆杏干 树上干杏 阿克苏吊干杏干 小红杏干新疆特产零食 吊干杏干500g*2,89.00,44,https://item.m.jd.com/product/10026715883206.html?_fd=jdm&amp;price=89.00&amp;fs=1,爱果生鲜专营店
小小的我甜杏肉新疆特产西干梅肉果脯营养代餐办公室休闲食品40g/包 杏肉袋装【40g*4包】,39.80,1,https://item.m.jd.com/product/10038265732042.html?_fd=jdm&amp;price=39.80&amp;fs=1,雅泽特产专营店
正宗新疆和田大枣大红枣批发玉骏枣非加工1斤3斤5斤新货 和田大枣5斤【限购一份】,37.90,1000,https://item.m.jd.com/product/10032934214017.html?_fd=jdm&amp;price=37.90&amp;fs=1,敏润彩弘食品专营店
疆憨憨 新疆奶枣巴旦木杏仁夹心奶酪红枣坚果网红解馋小零食休闲食品 125g*4袋,42.90,58,https://item.m.jd.com/product/10035631767138.html?_fd=jdm&amp;price=42.90&amp;fs=1,中国特产·博州馆
问君 新疆特产杏干树上吊干杏果脯蜜饯果干休闲食品杏脯500g/袋 500g*2袋,49.90,200,https://item.m.jd.com/product/68819906706.html?_fd=jdm&amp;price=49.90&amp;fs=1,耕正食品专营店
新疆新红杏干 核 1g杏脯果脯罐装酸甜杏子蜜饯零食班房  食品 新货罐装红杏干500g,47.20,4,https://item.m.jd.com/product/10029694635490.html?_fd=jdm&amp;price=47.20&amp;fs=1,班房食品专营店
华味亨 杏脯200g\u005c/罐  酸甜无核杏干 新疆特产蜜饯果脯杏肉罐装零食品 200g*1罐,19.90,5000,https://item.m.jd.com/product/10033152100178.html?_fd=jdm&amp;price=19.90&amp;fs=1,华味亨旗舰店
薛记炒货枣有杏心160g奶枣杏仁夹心奶酪枣网红夹杏新疆大红枣巴旦木仁 枣有杏心160g/袋【含巴旦木】,19.90,500,https://item.m.jd.com/product/10025260806357.html?_fd=jdm&amp;price=19.90&amp;fs=1,薛记炒货旗舰店
5折 1000g新疆杏干吊干杏干 杏子 树上干杏 自然风干 吊干杏,125.00,1,https://item.m.jd.com/product/10028615351585.html?_fd=jdm&amp;price=125.00&amp;fs=1,沐泽食品专营店
新疆红杏干杏脯500g吊干杏杏肉树上酸杏子孕妇零食罐装果脯蜜饯 精品杏干罐装250g(尝鲜价),27.20,22,https://item.m.jd.com/product/10033838615801.html?_fd=jdm&amp;price=27.20&amp;fs=1,中京元休闲食品专营店
新疆特产树上干杏 蜜饯果干大杏干 伊犁吊死干零食果干 原味自然风干杏肉送礼佳品 杏干500g*2袋,69.00,40,https://item.m.jd.com/product/10023481765162.html?_fd=jdm&amp;price=69.00&amp;fs=1,恒滋冠食品专营店
新疆红杏干无核500g杏仁果脯罐装酸甜杏儿肉蜜饯零食小吃 新货罐装红杏干500g,39.00,7,https://item.m.jd.com/product/10036179393177.html?_fd=jdm&amp;price=39.00&amp;fs=1,格诗休闲食品专营店
